nev file, mat file, date-time, duration, mapping
20121205SpankyUtah001.nev,Spanky_2012-12-05-1330.mat,2012-12-05-1330,510.239167,2D Manual Position
20121205SpankyUtah002.nev,Spanky_2012-12-05-1330.mat,2012-12-05-1330,15.017700,Multiple
20121205SpankyUtah003.nev,Spanky_2012-12-05-1330.mat,2012-12-05-1330,424.703133,Multiple
20121205SpankyUtah004.nev,Spanky_2012-12-05-1330.mat,2012-12-05-1330,15.643033,Multiple
20121205SpankyUtah005.nev,Spanky_2012-12-05-1330.mat,2012-12-05-1330,152.503800,Multiple
20121205SpankyUtah006.nev,Spanky_2012-12-05-1330.mat,2012-12-05-1330,11.159700,2D Manual Position
20121205SpankyUtah007.nev,Spanky_2012-12-05-1330.mat,2012-12-05-1330,661.416933,2D Manual Position
20121205SpankyUtah008.nev,Spanky_2012-12-05-1330.mat,2012-12-05-1330,511.563300,2D Manual Position
20121212SpankyUtah001.nev,Spanky_2012-12-12-1436.mat,2012-12-12-1436,489.430267,2D Manual Position
20121212SpankyUtah002.nev,Spanky_2012-12-12-1436.mat,2012-12-12-1436,16.506233,2D Manual Position
20121212SpankyUtah003.nev,Spanky_2012-12-12-1436.mat,2012-12-12-1436,541.020533,2D Manual Position
20121212SpankyUtah004.nev,Spanky_2012-12-12-1436.mat,2012-12-12-1436,15.576767,2D Manual Position
20121212SpankyUtah005.nev,Spanky_2012-12-12-1436.mat,2012-12-12-1436,541.283667,2D Manual Position
20121212SpankyUtah006.nev,Spanky_2012-12-12-1436.mat,2012-12-12-1436,462.104700,2D Manual Position
20121213SpankyUtah001.nev,Spanky_2012-12-13-1419.mat,2012-12-13-1419,602.458300,2D Manual Position
20121213SpankyUtah002.nev,Spanky_2012-12-13-1419.mat,2012-12-13-1419,15.643067,2D Manual Position
20121213SpankyUtah003.nev,Spanky_2012-12-13-1419.mat,2012-12-13-1419,630.767233,2D Manual Position
20121213SpankyUtah004.nev,Spanky_2012-12-13-1419.mat,2012-12-13-1419,631.430533,2D Manual Position
20121213SpankyUtah005.nev,Spanky_2012-12-13-1419.mat,2012-12-13-1419,631.062500,2D Manual Position
20121213SpankyUtah006.nev,Spanky_2012-12-13-1419.mat,2012-12-13-1419,361.369633,2D Manual Position
20121214SpankyUtah001.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,670.551400,2D Manual Position
20121214SpankyUtah002.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,16.077667,2D Manual Position
20121214SpankyUtah003.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,609.908933,2D Manual Position
20121214SpankyUtah004.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,360.698233,2D Manual Position
20121214SpankyUtah005.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,17.721633,1D Horiz Brain  Velocity
20121214SpankyUtah006.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,602.384367,1D Horiz Brain  Velocity
20121214SpankyUtah007.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,19.457533,1D Horiz Brain  Velocity
20121214SpankyUtah008.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,661.207267,1D Horiz Brain  Velocity
20121214SpankyUtah009.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,601.715367,1D Horiz Brain  Velocity
20121214SpankyUtah010.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,16.058567,2D Manual Position
20121214SpankyUtah011.nev,Spanky_2012-12-14-1335.mat,2012-12-14-1335,420.841833,2D Manual Position
20121215SpankyUtah001.nev,Spanky_2012-12-15-1400.mat,2012-12-15-1400,488.973500,2D Manual Position
20121215SpankyUtah002.nev,Spanky_2012-12-15-1400.mat,2012-12-15-1400,243.794400,2D Manual Position
20121215SpankyUtah003.nev,Spanky_2012-12-15-1400.mat,2012-12-15-1400,480.948533,2D Manual Position
20121215SpankyUtah004.nev,Spanky_2012-12-15-1400.mat,2012-12-15-1400,16.686200,1D Horiz Brain  Velocity
20121215SpankyUtah005.nev,Spanky_2012-12-15-1400.mat,2012-12-15-1400,661.344600,1D Horiz Brain  Velocity
20121215SpankyUtah006.nev,Spanky_2012-12-15-1400.mat,2012-12-15-1400,603.339100,1D Horiz Brain  Velocity
20121215SpankyUtah007.nev,Spanky_2012-12-15-1400.mat,2012-12-15-1400,26.027867,1D Horiz Brain  Velocity
20121215SpankyUtah008.nev,Spanky_2012-12-15-1400.mat,2012-12-15-1400,603.608300,1D Horiz Brain  Velocity
,Spanky_2012-12-17-1441.mat,2012-12-17-1441,0.000000,
,Spanky_2012-12-17-1441.mat,2012-12-17-1441,0.000000,
20121217SpankyUtah003.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,16.342367,2D Manual Position
20121217SpankyUtah004.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,676.244667,2D Manual Position
20121217SpankyUtah005.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,16.287133,1D Horiz Brain  Velocity
20121217SpankyUtah006.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,601.657367,1D Horiz Brain  Velocity
20121217SpankyUtah007.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,485.778867,1D Horiz Brain  Velocity
20121217SpankyUtah008.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,30.876433,1D Horiz Brain  Velocity
20121217SpankyUtah009.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,660.726967,1D Horiz Brain  Velocity
20121217SpankyUtah010.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,604.615067,1D Horiz Brain  Velocity
20121217SpankyUtah011.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,16.084667,2D Manual Position
20121217SpankyUtah012.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,668.466033,2D Manual Position
20121217SpankyUtah013.nev,Spanky_2012-12-17-1441.mat,2012-12-17-1441,301.094567,2D Manual Position
,Spanky_2012-12-18-1427.mat,2012-12-18-1427,0.000000,
,Spanky_2012-12-18-1427.mat,2012-12-18-1427,0.000000,
20121218SpankyUtah003.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,601.329533,(waitfile)
20121218SpankyUtah004.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,17.498367,1D Horiz Brain  Velocity
20121218SpankyUtah005.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,600.825100,1D Horiz Brain  Velocity
20121218SpankyUtah006.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,601.367733,1D Horiz Brain  Velocity
20121218SpankyUtah007.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,612.905467,1D Horiz Brain  Velocity
20121218SpankyUtah008.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,481.119033,1D Horiz Brain  Velocity
20121218SpankyUtah009.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,44.970100,2D Brain  Velocity
20121218SpankyUtah010.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,608.856633,2D Brain  Velocity
20121218SpankyUtah011.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,602.514000,2D Brain  Velocity
20121218SpankyUtah012.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,16.056167,2D Manual Position
20121218SpankyUtah013.nev,Spanky_2012-12-18-1427.mat,2012-12-18-1427,601.012700,2D Manual Position
20121219SpankyUtah001.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,304.249800,(waitfile)
20121219SpankyUtah002.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,15.417333,2D Manual Position
20121219SpankyUtah003.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,540.497767,2D Manual Position
20121219SpankyUtah004.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,16.111700,(waitfile)
20121219SpankyUtah005.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,600.597600,(waitfile)
20121219SpankyUtah006.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,602.908900,1D Horiz Brain  Velocity
20121219SpankyUtah007.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,20.594167,1D Horiz Brain  Velocity
20121219SpankyUtah008.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,601.044133,1D Horiz Brain  Velocity
20121219SpankyUtah009.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,661.629967,1D Horiz Brain  Velocity
20121219SpankyUtah010.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,15.920633,2D Manual Position
20121219SpankyUtah011.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,612.777867,2D Manual Position
20121219SpankyUtah012.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,15.986433,1D Horiz Brain  Velocity
20121219SpankyUtah013.nev,Spanky_2012-12-19-1400.mat,2012-12-19-1400,421.298933,1D Horiz Brain  Velocity
20121220SpankyUtah001.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,361.444533,2D Manual Position
20121220SpankyUtah002.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,660.581167,2D Manual Position
20121220SpankyUtah003.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,781.429000,2D Manual Position
20121220SpankyUtah004.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,15.956933,1D Horiz Brain  Velocity
20121220SpankyUtah005.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,601.351333,1D Horiz Brain  Velocity
20121220SpankyUtah006.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,604.815233,1D Horiz Brain  Velocity
20121220SpankyUtah007.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,15.917133,Multiple
20121220SpankyUtah008.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,301.253567,Multiple
20121220SpankyUtah009.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,15.787033,1D Horiz Brain  Velocity
20121220SpankyUtah010.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,600.750333,1D Horiz Brain  Velocity
20121220SpankyUtah011.nev,Spanky_2012-12-20-1346.mat,2012-12-20-1346,616.694900,1D Horiz Brain  Velocity
20121221SpankyUtah001.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,665.682533,(waitfile)
20121221SpankyUtah002.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,131.376533,2D Manual Position
20121221SpankyUtah003.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,451.212133,2D Manual Position
20121221SpankyUtah004.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,16.007933,2D Manual Position
20121221SpankyUtah005.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,611.907367,2D Manual Position
20121221SpankyUtah006.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,510.637567,Multiple
20121221SpankyUtah007.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,15.417100,1D Horiz Brain  Velocity
20121221SpankyUtah008.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,77.837733,1D Horiz Brain  Velocity
20121221SpankyUtah009.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,152.952233,1D Horiz Brain  Velocity
20121221SpankyUtah010.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,15.554633,1D Horiz Brain  Velocity
20121221SpankyUtah011.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,600.890800,1D Horiz Brain  Velocity
20121221SpankyUtah012.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,201.236400,1D Horiz Brain  Velocity
20121221SpankyUtah013.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,26.218567,1D Horiz Brain  Velocity
20121221SpankyUtah014.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,661.039900,1D Horiz Brain  Velocity
20121221SpankyUtah015.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,16.266667,1D Horiz Brain  Velocity
20121221SpankyUtah016.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,600.738500,1D Horiz Brain  Velocity
20121221SpankyUtah017.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,600.778767,Multiple
20121221SpankyUtah018.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,15.797100,2D Manual Position
20121221SpankyUtah019.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,181.203633,2D Manual Position
20121221SpankyUtah020.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,533.936400,Multiple
20121221SpankyUtah021.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,17.136000,2D Brain  Velocity
20121221SpankyUtah022.nev,Spanky_2012-12-21-1352.mat,2012-12-21-1352,604.548400,Multiple
20121226SpankyUtah001.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,694.296200,2D Manual Position
20121226SpankyUtah002.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,301.402867,1D Horiz Manual Position
20121226SpankyUtah003.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,395.145267,Multiple
20121226SpankyUtah004.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,16.328867,1D Horiz Brain  Velocity
20121226SpankyUtah005.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,612.511033,1D Horiz Brain  Velocity
20121226SpankyUtah006.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,601.677400,1D Horiz Brain  Velocity
20121226SpankyUtah007.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,17.076900,1D Horiz Manual Position
20121226SpankyUtah008.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,82.727300,1D Horiz Manual Position
20121226SpankyUtah009.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,302.029333,Multiple
20121226SpankyUtah010.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,242.346000,Multiple
20121226SpankyUtah011.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,17.005767,1D Horiz Brain  Velocity
20121226SpankyUtah012.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,148.774800,1D Horiz Brain  Velocity
20121226SpankyUtah013.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,601.085333,1D Horiz Brain  Velocity
20121226SpankyUtah014.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,602.987233,Multiple
20121226SpankyUtah015.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,15.978567,Multiple
20121226SpankyUtah016.nev,Spanky_2012-12-26-1238.mat,2012-12-26-1238,361.601800,Multiple
20121227SpankyUtah001.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,840.675533,2D Manual Position
20121227SpankyUtah002.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,16.016633,Multiple
20121227SpankyUtah003.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,305.993700,Multiple
20121227SpankyUtah004.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,301.355933,Multiple
20121227SpankyUtah005.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,16.077667,1D Horiz Brain  Velocity
20121227SpankyUtah006.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,601.328300,1D Horiz Brain  Velocity
20121227SpankyUtah007.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,601.443267,Multiple
20121227SpankyUtah008.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,17.037933,Multiple
20121227SpankyUtah009.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,307.612633,Multiple
20121227SpankyUtah010.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,15.558100,1D Horiz Brain  Velocity
20121227SpankyUtah011.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,601.310233,1D Horiz Brain  Velocity
20121227SpankyUtah012.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,607.545167,Multiple
20121227SpankyUtah013.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,15.956800,2D Manual Position
20121227SpankyUtah014.nev,Spanky_2012-12-27-1212.mat,2012-12-27-1212,301.916767,2D Manual Position
20121228SpankyUtah001.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,606.077100,2D Manual Position
20121228SpankyUtah002.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,16.337433,1D Horiz Manual Position
20121228SpankyUtah003.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,301.443500,Multiple
20121228SpankyUtah004.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,18.216467,1D Horiz Brain  Velocity
20121228SpankyUtah005.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,751.401867,1D Horiz Brain  Velocity
20121228SpankyUtah006.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,541.310667,Multiple
20121228SpankyUtah007.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,16.398333,Multiple
20121228SpankyUtah008.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,302.713500,Multiple
20121228SpankyUtah009.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,16.127000,1D Horiz Brain  Velocity
20121228SpankyUtah010.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,602.408800,1D Horiz Brain  Velocity
20121228SpankyUtah011.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,603.185967,1D Horiz Brain  Velocity
20121228SpankyUtah012.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,15.548100,2D Manual Position
20121228SpankyUtah013.nev,Spanky_2012-12-28-1323.mat,2012-12-28-1323,302.384633,2D Manual Position
20130102SpankyUtah001.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,451.150567,2D Manual Position
20130102SpankyUtah002.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,16.126733,1D Horiz Manual Position
20130102SpankyUtah003.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,302.038133,1D Horiz Manual Position
20130102SpankyUtah004.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,16.458167,1D Horiz Brain  Velocity
20130102SpankyUtah005.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,601.601400,1D Horiz Brain  Velocity
20130102SpankyUtah006.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,790.443467,1D Horiz Brain  Velocity
20130102SpankyUtah007.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,15.631767,1D Horiz Manual Position
20130102SpankyUtah008.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,301.036967,1D Horiz Manual Position
20130102SpankyUtah009.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,21.268633,1D Horiz Brain  Velocity
20130102SpankyUtah010.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,605.884667,1D Horiz Brain  Velocity
20130102SpankyUtah011.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,605.634300,1D Horiz Brain  Velocity
20130102SpankyUtah012.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,16.548833,2D Manual Position
20130102SpankyUtah013.nev,Spanky_2013-01-02-1318.mat,2013-01-02-1318,301.216400,2D Manual Position
20130103SpankyUtah001.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,391.272433,2D Manual Position
20130103SpankyUtah002.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,302.330933,1D Horiz Manual Position
20130103SpankyUtah003.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,16.447100,1D Horiz Brain  Velocity
20130103SpankyUtah004.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,757.173833,1D Horiz Brain  Velocity
20130103SpankyUtah005.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,451.084700,1D Horiz Brain  Velocity
20130103SpankyUtah006.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,16.438733,1D Horiz Brain  Velocity
20130103SpankyUtah007.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,601.482467,1D Horiz Brain  Velocity
20130103SpankyUtah008.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,15.625533,1D Horiz Manual Position
20130103SpankyUtah009.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,301.931667,1D Horiz Manual Position
20130103SpankyUtah010.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,15.854567,1D Horiz Brain  Velocity
20130103SpankyUtah011.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,189.795333,1D Horiz Brain  Velocity
20130103SpankyUtah012.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,661.265500,1D Horiz Brain  Velocity
20130103SpankyUtah013.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,543.196500,1D Horiz Brain  Velocity
20130103SpankyUtah014.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,15.797333,1D Horiz Brain  Velocity
20130103SpankyUtah015.nev,Spanky_2013-01-03-1350.mat,2013-01-03-1350,462.608133,1D Horiz Brain  Velocity
20130104SpankyUtah001.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,511.442700,2D Manual Position
20130104SpankyUtah002.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,16.366600,1D Horiz Manual Position
20130104SpankyUtah003.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,390.770633,1D Horiz Manual Position
20130104SpankyUtah004.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,16.816533,1D Horiz Brain  Velocity
20130104SpankyUtah005.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,601.490833,1D Horiz Brain  Velocity
20130104SpankyUtah006.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,602.395833,1D Horiz Brain  Velocity
20130104SpankyUtah007.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,15.708300,1D Horiz Brain  Velocity
20130104SpankyUtah008.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,602.977467,1D Horiz Brain  Velocity
20130104SpankyUtah009.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,16.317867,1D Horiz Manual Position
20130104SpankyUtah010.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,301.580333,Multiple
20130104SpankyUtah011.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,15.667433,1D Horiz Brain  Velocity
20130104SpankyUtah012.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,601.799567,1D Horiz Brain  Velocity
20130104SpankyUtah013.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,602.068800,1D Horiz Brain  Velocity
20130104SpankyUtah014.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,16.477333,1D Horiz Brain  Velocity
20130104SpankyUtah015.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,602.586700,1D Horiz Brain  Velocity
20130104SpankyUtah016.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,16.158967,2D Manual Position
20130104SpankyUtah017.nev,Spanky_2013-01-04-1406.mat,2013-01-04-1406,331.461567,2D Manual Position
20130107SpankyUtah001.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,511.981700,2D Manual Position
20130107SpankyUtah002.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,16.326867,1D Horiz Manual Position
20130107SpankyUtah003.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,306.971467,1D Horiz Manual Position
20130107SpankyUtah004.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,21.828133,1D Horiz Brain  Velocity
20130107SpankyUtah005.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,601.672600,1D Horiz Brain  Velocity
20130107SpankyUtah006.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,234.829400,1D Horiz Brain  Velocity
20130107SpankyUtah007.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,602.631667,2D Manual Position
20130107SpankyUtah008.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,16.619833,2D Manual Position
20130107SpankyUtah009.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,602.756867,2D Manual Position
20130107SpankyUtah010.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,16.347833,2D Manual Position
20130107SpankyUtah011.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,302.103433,2D Manual Position
20130107SpankyUtah012.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,15.635900,2D Manual Position
20130107SpankyUtah013.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,602.678267,2D Manual Position
20130107SpankyUtah014.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,602.629633,2D Manual Position
20130107SpankyUtah015.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,16.379733,2D Manual Position
20130107SpankyUtah016.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,608.258400,2D Manual Position
20130107SpankyUtah017.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,15.559400,2D Manual Position
20130107SpankyUtah018.nev,Spanky_2013-01-07-1327.mat,2013-01-07-1327,451.310133,2D Manual Position
,Spanky_2013-01-07-1408.mat,2013-01-07-1408,0.000000,
,Spanky_2013-01-07-1408.mat,2013-01-07-1408,0.000000,
,Spanky_2013-01-07-1408.mat,2013-01-07-1408,0.000000,
,Spanky_2013-01-07-1408.mat,2013-01-07-1408,0.000000,
,Spanky_2013-01-07-1408.mat,2013-01-07-1408,0.000000,
,Spanky_2013-01-07-1408.mat,2013-01-07-1408,0.000000,
20130107SpankyUtah007.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,602.631667,1D Horiz Brain  Velocity
20130107SpankyUtah008.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,16.619833,1D Horiz Brain  Velocity
20130107SpankyUtah009.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,602.756867,1D Horiz Brain  Velocity
20130107SpankyUtah010.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,16.347833,1D Horiz Manual Position
20130107SpankyUtah011.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,302.103433,1D Horiz Manual Position
20130107SpankyUtah012.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,15.635900,1D Horiz Brain  Velocity
20130107SpankyUtah013.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,602.678267,1D Horiz Brain  Velocity
20130107SpankyUtah014.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,602.629633,1D Horiz Brain  Velocity
20130107SpankyUtah015.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,16.379733,1D Horiz Brain  Velocity
20130107SpankyUtah016.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,608.258400,1D Horiz Brain  Velocity
20130107SpankyUtah017.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,15.559400,2D Manual Position
20130107SpankyUtah018.nev,Spanky_2013-01-07-1408.mat,2013-01-07-1408,451.310133,2D Manual Position
20130108SpankyUtah001.nev,Spanky_2013-01-08-1334.mat,2013-01-08-1334,304.721400,1D Horiz Manual Position
20130108SpankyUtah002.nev,Spanky_2013-01-08-1334.mat,2013-01-08-1334,16.498233,1D Horiz Brain  Velocity
20130108SpankyUtah003.nev,Spanky_2013-01-08-1334.mat,2013-01-08-1334,613.797800,1D Horiz Brain  Velocity
20130108SpankyUtah004.nev,Spanky_2013-01-08-1334.mat,2013-01-08-1334,592.336333,1D Horiz Brain  Velocity
20130108SpankyUtah005.nev,Spanky_2013-01-08-1334.mat,2013-01-08-1334,15.527967,1D Horiz Brain  Velocity
